"ActivityName" "SubjectID" "Variable" "VariableAverage"
"Walking" 2 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0514939156830508
"Walking" 2 "timeDomain-BodyAccelerometerMag-mean" -0.290407593728814
"Walking" 2 "timeDomain-GravityAccelerometerMag-mean" -0.290407593728814
"Walking" 2 "timeDomain-BodyAccelerometerJerkMag-mean" -0.281424153881356
"Walking" 2 "timeDomain-BodyGyroscopeMag-mean" -0.446549092881356
"Walking" 2 "timeDomain-BodyGyroscopeJerkMag-mean" -0.547911950338983
"Walking" 2 "freqDomain-BodyAccelerometer-mean-X" -0.346048161016949
"Walking" 2 "freqDomain-BodyAccelerometer-mean-Y" -0.0219048103322034
"Walking" 2 "freqDomain-BodyAccelerometer-mean-Z" -0.453806369830508
"Walking" 2 "freqDomain-BodyAccelerometerJerk-mean-X" -0.304615322881356
"Walking" 2 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.0787640836610169
"Walking" 2 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.554956709661017
"Walking" 2 "freqDomain-BodyGyroscope-mean-X" -0.429713536101695
"Walking" 2 "freqDomain-BodyGyroscope-mean-Y" -0.55477211220339
"Walking" 2 "freqDomain-BodyGyroscope-mean-Z" -0.396659907457627
"Walking" 2 "freqDomain-BodyAccelerometerMag-mean" -0.324289427932203
"Walking" 2 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.169064352813559
"Walking" 2 "freqDomain-BodyBodyGyroscopeMag-mean" -0.530704814745763
"Walking" 2 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.583249293389831
"Walking" 2 "timeDomain-BodyAccelerometer-std-X" -0.423642838474576
"Walking" 2 "timeDomain-BodyAccelerometer-std-Y" -0.0780912533118644
"Walking" 2 "timeDomain-BodyAccelerometer-std-Z" -0.425257524915254
"Walking" 2 "timeDomain-GravityAccelerometer-std-X" -0.972693201355932
"Walking" 2 "timeDomain-GravityAccelerometer-std-Y" -0.972116879661017
"Walking" 2 "timeDomain-GravityAccelerometer-std-Z" -0.972072847627119
"Walking" 2 "timeDomain-BodyAccelerometerJerk-std-X" -0.277530462620339
"Walking" 2 "timeDomain-BodyAccelerometerJerk-std-Y" -0.0166022362847458
"Walking" 2 "timeDomain-BodyAccelerometerJerk-std-Z" -0.586090418983051
"Walking" 2 "timeDomain-BodyGyroscope-std-X" -0.561550255762712
"Walking" 2 "timeDomain-BodyGyroscope-std-Y" -0.53845366779661
"Walking" 2 "timeDomain-BodyGyroscope-std-Z" -0.481085535084746
"Walking" 2 "timeDomain-BodyGyroscopeJerk-std-X" -0.389549831525424
"Walking" 2 "timeDomain-BodyGyroscopeJerk-std-Y" -0.634140436101695
"Walking" 2 "timeDomain-BodyGyroscopeJerk-std-Z" -0.435492677288136
"Walking" 2 "timeDomain-BodyAccelerometerMag-std" -0.422544169322034
"Walking" 2 "timeDomain-GravityAccelerometerMag-std" -0.422544169322034
"Walking" 2 "timeDomain-BodyAccelerometerJerkMag-std" -0.164150985127119
"Walking" 2 "timeDomain-BodyGyroscopeMag-std" -0.553019916271186
"Walking" 2 "timeDomain-BodyGyroscopeJerkMag-std" -0.557798151355932
"Walking" 2 "freqDomain-BodyAccelerometer-std-X" -0.457651383728814
"Walking" 2 "freqDomain-BodyAccelerometer-std-Y" -0.16921968620339
"Walking" 2 "freqDomain-BodyAccelerometer-std-Z" -0.455222146440678
"Walking" 2 "freqDomain-BodyAccelerometerJerk-std-X" -0.31431306340678
"Walking" 2 "freqDomain-BodyAccelerometerJerk-std-Y" -0.0153329520084746
"Walking" 2 "freqDomain-BodyAccelerometerJerk-std-Z" -0.615898188474576
"Walking" 2 "freqDomain-BodyGyroscope-std-X" -0.604053019152542
"Walking" 2 "freqDomain-BodyGyroscope-std-Y" -0.533046952542373
"Walking" 2 "freqDomain-BodyGyroscope-std-Z" -0.559856635084746
"Walking" 2 "freqDomain-BodyAccelerometerMag-std" -0.577105211694915
"Walking" 2 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.164091969449153
"Walking" 2 "freqDomain-BodyBodyGyroscopeMag-std" -0.651792839661017
"Walking" 2 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.558104554745763
"Walking" 3 "timeDomain-BodyAccelerometer-mean-X" 0.275567462068966
"Walking" 3 "timeDomain-BodyAccelerometer-mean-Y" -0.0171767844203448
"Walking" 3 "timeDomain-BodyAccelerometer-mean-Z" -0.112674859827586
"Walking" 3 "timeDomain-GravityAccelerometer-mean-X" 0.936506743275862
"Walking" 3 "timeDomain-GravityAccelerometer-mean-Y" -0.261986357931034
"Walking" 3 "timeDomain-GravityAccelerometer-mean-Z" -0.138107866258621
"Walking" 3 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0814745882660345
"Walking" 3 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.0100591485
"Walking" 3 "timeDomain-BodyAccelerometerJerk-mean-Z" -0.00562264594827586
"Walking" 3 "timeDomain-BodyGyroscope-mean-X" -0.0256405192517241
"Walking" 3 "timeDomain-BodyGyroscope-mean-Y" -0.0779150937413793
"Walking" 3 "timeDomain-BodyGyroscope-mean-Z" 0.0813485942827586
"Walking" 3 "timeDomain-BodyGyroscopeJerk-mean-X" -0.0952398165017241
"Walking" 3 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0387874651724138
"Walking" 3 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0503616100815517
"Walking" 3 "timeDomain-BodyAccelerometerMag-mean" -0.254690333275862
"Walking" 3 "timeDomain-GravityAccelerometerMag-mean" -0.254690333275862
"Walking" 3 "timeDomain-BodyAccelerometerJerkMag-mean" -0.280009317413793
"Walking" 3 "timeDomain-BodyGyroscopeMag-mean" -0.466411754137931
"Walking" 3 "timeDomain-BodyGyroscopeJerkMag-mean" -0.566135217931034
"Walking" 3 "freqDomain-BodyAccelerometer-mean-X" -0.316614011689655
"Walking" 3 "freqDomain-BodyAccelerometer-mean-Y" -0.0813024353275862
"Walking" 3 "freqDomain-BodyAccelerometer-mean-Z" -0.412374074482759
"Walking" 3 "freqDomain-BodyAccelerometerJerk-mean-X" -0.304694442551724
"Walking" 3 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.140508590224138
"Walking" 3 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.514137255344828
"Walking" 3 "freqDomain-BodyGyroscope-mean-X" -0.437845763793103
"Walking" 3 "freqDomain-BodyGyroscope-mean-Y" -0.561526265344828
"Walking" 3 "freqDomain-BodyGyroscope-mean-Z" -0.418126217413793
"Walking" 3 "freqDomain-BodyAccelerometerMag-mean" -0.290031535172414
"Walking" 3 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.186764516965517
"Walking" 3 "freqDomain-BodyBodyGyroscopeMag-mean" -0.569755772241379
"Walking" 3 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.607751646034483
"Walking" 3 "timeDomain-BodyAccelerometer-std-X" -0.360356726034483
"Walking" 3 "timeDomain-BodyAccelerometer-std-Y" -0.0699140652103448
"Walking" 3 "timeDomain-BodyAccelerometer-std-Z" -0.387411994310345
"Walking" 3 "timeDomain-GravityAccelerometer-std-X" -0.97777159137931
"Walking" 3 "timeDomain-GravityAccelerometer-std-Y" -0.962355639482759
"Walking" 3 "timeDomain-GravityAccelerometer-std-Z" -0.952091795
"Walking" 3 "timeDomain-BodyAccelerometerJerk-std-X" -0.26867964387931
"Walking" 3 "timeDomain-BodyAccelerometerJerk-std-Y" -0.0449619594258621
"Walking" 3 "timeDomain-BodyAccelerometerJerk-std-Z" -0.52948611637931
"Walking" 3 "timeDomain-BodyGyroscope-std-X" -0.571869560172414
"Walking" 3 "timeDomain-BodyGyroscope-std-Y" -0.563793260172414
"Walking" 3 "timeDomain-BodyGyroscope-std-Z" -0.476696411551724
"Walking" 3 "timeDomain-BodyGyroscopeJerk-std-X" -0.385922986034483
"Walking" 3 "timeDomain-BodyGyroscopeJerk-std-Y" -0.639087984137931
"Walking" 3 "timeDomain-BodyGyroscopeJerk-std-Z" -0.536664080344828
"Walking" 3 "timeDomain-BodyAccelerometerMag-std" -0.328428936551724
"Walking" 3 "timeDomain-GravityAccelerometerMag-std" -0.328428936551724
"Walking" 3 "timeDomain-BodyAccelerometerJerkMag-std" -0.139916355325862
"Walking" 3 "timeDomain-BodyGyroscopeMag-std" -0.561510683275862
"Walking" 3 "timeDomain-BodyGyroscopeJerkMag-std" -0.567371560862069
"Walking" 3 "freqDomain-BodyAccelerometer-std-X" -0.379276781206897
"Walking" 3 "freqDomain-BodyAccelerometer-std-Y" -0.124030832001724
"Walking" 3 "freqDomain-BodyAccelerometer-std-Z" -0.422998473965517
"Walking" 3 "freqDomain-BodyAccelerometerJerk-std-X" -0.296596633103448
"Walking" 3 "freqDomain-BodyAccelerometerJerk-std-Y" -0.00561498755362069
"Walking" 3 "freqDomain-BodyAccelerometerJerk-std-Z" -0.543529108103448
"Walking" 3 "freqDomain-BodyGyroscope-std-X" -0.615121369827586
"Walking" 3 "freqDomain-BodyGyroscope-std-Y" -0.568888673448276
"Walking" 3 "freqDomain-BodyGyroscope-std-Z" -0.545896388103448
"Walking" 3 "freqDomain-BodyAccelerometerMag-std" -0.456373080862069
"Walking" 3 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.0898519904044828
"Walking" 3 "freqDomain-BodyBodyGyroscopeMag-std" -0.632643292931034
"Walking" 3 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.549087007931034
"Walking" 4 "timeDomain-BodyAccelerometer-mean-X" 0.278582015166667
"Walking" 4 "timeDomain-BodyAccelerometer-mean-Y" -0.0148399475341667
"Walking" 4 "timeDomain-BodyAccelerometer-mean-Z" -0.11140306485
"Walking" 4 "timeDomain-GravityAccelerometer-mean-X" 0.963999696833333
"Walking" 4 "timeDomain-GravityAccelerometer-mean-Y" -0.0858540265666667
"Walking" 4 "timeDomain-GravityAccelerometer-mean-Z" 0.127764112666667
"Walking" 4 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0783529082183333
"Walking" 4 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.00295602428666667
"Walking" 4 "timeDomain-BodyAccelerometerJerk-mean-Z" -0.000767679338333334
"Walking" 4 "timeDomain-BodyGyroscope-mean-X" -0.0317982557795
"Walking" 4 "timeDomain-BodyGyroscope-mean-Y" -0.0726905278583333
"Walking" 4 "timeDomain-BodyGyroscope-mean-Z" 0.0805677161216667
"Walking" 4 "timeDomain-BodyGyroscopeJerk-mean-X" -0.115321556475
"Walking" 4 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0393474489133333
"Walking" 4 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0551166852766667
"Walking" 4 "timeDomain-BodyAccelerometerMag-mean" -0.312050574166667
"Walking" 4 "timeDomain-GravityAccelerometerMag-mean" -0.312050574166667
"Walking" 4 "timeDomain-BodyAccelerometerJerkMag-mean" -0.366700879833333
"Walking" 4 "timeDomain-BodyGyroscopeMag-mean" -0.49779220106
"Walking" 4 "timeDomain-BodyGyroscopeJerkMag-mean" -0.6813040365
"Walking" 4 "freqDomain-BodyAccelerometer-mean-X" -0.426719449666667
"Walking" 4 "freqDomain-BodyAccelerometer-mean-Y" -0.14939963344
"Walking" 4 "freqDomain-BodyAccelerometer-mean-Z" -0.631005470833333
"Walking" 4 "freqDomain-BodyAccelerometerJerk-mean-X" -0.358883413666667
"Walking" 4 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.279553391533333
"Walking" 4 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.728991595666667
"Walking" 4 "freqDomain-BodyGyroscope-mean-X" -0.373384540666667
"Walking" 4 "freqDomain-BodyGyroscope-mean-Y" -0.688460056666667
"Walking" 4 "freqDomain-BodyGyroscope-mean-Z" -0.601381129166667
"Walking" 4 "freqDomain-BodyAccelerometerMag-mean" -0.450804558333333
"Walking" 4 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.318587811
"Walking" 4 "freqDomain-BodyBodyGyroscopeMag-mean" -0.609285588016667
"Walking" 4 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.724327420666667
"Walking" 4 "timeDomain-BodyAccelerometer-std-X" -0.440829971333333
"Walking" 4 "timeDomain-BodyAccelerometer-std-Y" -0.0788267367683333
"Walking" 4 "timeDomain-BodyAccelerometer-std-Z" -0.586252806833333
"Walking" 4 "timeDomain-GravityAccelerometer-std-X" -0.983826494833333
"Walking" 4 "timeDomain-GravityAccelerometer-std-Y" -0.967963221
"Walking" 4 "timeDomain-GravityAccelerometer-std-Z" -0.962968112
"Walking" 4 "timeDomain-BodyAccelerometerJerk-std-X" -0.297042612533333
"Walking" 4 "timeDomain-BodyAccelerometerJerk-std-Y" -0.221165131581667
"Walking" 4 "timeDomain-BodyAccelerometerJerk-std-Z" -0.7513913825
"Walking" 4 "timeDomain-BodyGyroscope-std-X" -0.500916659
"Walking" 4 "timeDomain-BodyGyroscope-std-Y" -0.665394092833333
"Walking" 4 "timeDomain-BodyGyroscope-std-Z" -0.662608226
"Walking" 4 "timeDomain-BodyGyroscopeJerk-std-X" -0.492341066833333
"Walking" 4 "timeDomain-BodyGyroscopeJerk-std-Y" -0.807419937
"Walking" 4 "timeDomain-BodyGyroscopeJerk-std-Z" -0.640454132833333
"Walking" 4 "timeDomain-BodyAccelerometerMag-std" -0.527679103166667
"Walking" 4 "timeDomain-GravityAccelerometerMag-std" -0.527679103166667
"Walking" 4 "timeDomain-BodyAccelerometerJerkMag-std" -0.316918956
"Walking" 4 "timeDomain-BodyGyroscopeMag-std" -0.553116111166667
"Walking" 4 "timeDomain-BodyGyroscopeJerkMag-std" -0.7301463685
"Walking" 4 "freqDomain-BodyAccelerometer-std-X" -0.447234929666667
"Walking" 4 "freqDomain-BodyAccelerometer-std-Y" -0.101799450565167
"Walking" 4 "freqDomain-BodyAccelerometer-std-Z" -0.594198325666667
"Walking" 4 "freqDomain-BodyAccelerometerJerk-std-X" -0.29732607245
"Walking" 4 "freqDomain-BodyAccelerometerJerk-std-Y" -0.2099000063
"Walking" 4 "freqDomain-BodyAccelerometerJerk-std-Z" -0.772359087333333
"Walking" 4 "freqDomain-BodyGyroscope-std-X" -0.542646759
"Walking" 4 "freqDomain-BodyGyroscope-std-Y" -0.654657770166667
"Walking" 4 "freqDomain-BodyGyroscope-std-Z" -0.716458475166667
"Walking" 4 "freqDomain-BodyAccelerometerMag-std" -0.651172628166667
"Walking" 4 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.320458701
"Walking" 4 "freqDomain-BodyBodyGyroscopeMag-std" -0.593937200833333
"Walking" 4 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.757768081166667
"Walking" 5 "timeDomain-BodyAccelerometer-mean-X" 0.27784234625
"Walking" 5 "timeDomain-BodyAccelerometer-mean-Y" -0.0172850317482679
"Walking" 5 "timeDomain-BodyAccelerometer-mean-Z" -0.107741776464286
"Walking" 5 "timeDomain-GravityAccelerometer-mean-X" 0.972624959821429
"Walking" 5 "timeDomain-GravityAccelerometer-mean-Y" -0.100440285303571
"Walking" 5 "timeDomain-GravityAccelerometer-mean-Z" 0.00247623628392857
"Walking" 5 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0845888833571429
"Walking" 5 "timeDomain-BodyAccelerometerJerk-mean-Y" -0.0163194101232143
"Walking" 5 "timeDomain-BodyAccelerometerJerk-mean-Z" 8.32159351785732e-05
"Walking" 5 "timeDomain-BodyGyroscope-mean-X" -0.0488919896632143
"Walking" 5 "timeDomain-BodyGyroscope-mean-Y" -0.0690135249642857
"Walking" 5 "timeDomain-BodyGyroscope-mean-Z" 0.0815435495892857
"Walking" 5 "timeDomain-BodyGyroscopeJerk-mean-X" -0.0888408355267857
"Walking" 5 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0449559531089286
"Walking" 5 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0482679596035714
"Walking" 5 "timeDomain-BodyAccelerometerMag-mean" -0.158338674394643
"Walking" 5 "timeDomain-GravityAccelerometerMag-mean" -0.158338674394643
"Walking" 5 "timeDomain-BodyAccelerometerJerkMag-mean" -0.288333024071429
"Walking" 5 "timeDomain-BodyGyroscopeMag-mean" -0.355933083571429
"Walking" 5 "timeDomain-BodyGyroscopeJerkMag-mean" -0.444532485357143
"Walking" 5 "freqDomain-BodyAccelerometer-mean-X" -0.287782607410714
"Walking" 5 "freqDomain-BodyAccelerometer-mean-Y" 0.00946037755178572
"Walking" 5 "freqDomain-BodyAccelerometer-mean-Z" -0.490251090714286
"Walking" 5 "freqDomain-BodyAccelerometerJerk-mean-X" -0.344954806428571
"Walking" 5 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.181055554206071
"Walking" 5 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.590496615535714
"Walking" 5 "freqDomain-BodyGyroscope-mean-X" -0.372668749642857
"Walking" 5 "freqDomain-BodyGyroscope-mean-Y" -0.513951718392857
"Walking" 5 "freqDomain-BodyGyroscope-mean-Z" -0.213127031035714
"Walking" 5 "freqDomain-BodyAccelerometerMag-mean" -0.304992488892857
"Walking" 5 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.269481661080357
"Walking" 5 "freqDomain-BodyBodyGyroscopeMag-mean" -0.484262828928571
"Walking" 5 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.548053574821429
"Walking" 5 "timeDomain-BodyAccelerometer-std-X" -0.294098534232143
"Walking" 5 "timeDomain-BodyAccelerometer-std-Y" 0.0767484028053571
"Walking" 5 "timeDomain-BodyAccelerometer-std-Z" -0.45702143625
"Walking" 5 "timeDomain-GravityAccelerometer-std-X" -0.979348381428571
"Walking" 5 "timeDomain-GravityAccelerometer-std-Y" -0.961585474821429
"Walking" 5 "timeDomain-GravityAccelerometer-std-Z" -0.964580803928571
"Walking" 5 "timeDomain-BodyAccelerometerJerk-std-X" -0.302891024625
"Walking" 5 "timeDomain-BodyAccelerometerJerk-std-Y" -0.0910397428607143
"Walking" 5 "timeDomain-BodyAccelerometerJerk-std-Z" -0.612895318571429
"Walking" 5 "timeDomain-BodyGyroscope-std-X" -0.490877497857143
"Walking" 5 "timeDomain-BodyGyroscope-std-Y" -0.504622029821429
"Walking" 5 "timeDomain-BodyGyroscope-std-Z" -0.318700615178571
"Walking" 5 "timeDomain-BodyGyroscopeJerk-std-X" -0.357681403285714
"Walking" 5 "timeDomain-BodyGyroscopeJerk-std-Y" -0.57143812375
"Walking" 5 "timeDomain-BodyGyroscopeJerk-std-Z" -0.157682543983929
"Walking" 5 "timeDomain-BodyAccelerometerMag-std" -0.377178733392857
"Walking" 5 "timeDomain-GravityAccelerometerMag-std" -0.377178733392857
"Walking" 5 "timeDomain-BodyAccelerometerJerkMag-std" -0.282242276785714
"Walking" 5 "timeDomain-BodyGyroscopeMag-std" -0.492176823571429
"Walking" 5 "timeDomain-BodyGyroscopeJerkMag-std" -0.48919974625
"Walking" 5 "freqDomain-BodyAccelerometer-std-X" -0.297517355196429
"Walking" 5 "freqDomain-BodyAccelerometer-std-Y" 0.0426026830839286
"Walking" 5 "freqDomain-BodyAccelerometer-std-Z" -0.483059957321429
"Walking" 5 "freqDomain-BodyAccelerometerJerk-std-X" -0.3213903195
"Walking" 5 "freqDomain-BodyAccelerometerJerk-std-Y" -0.0545213604089286
"Walking" 5 "freqDomain-BodyAccelerometerJerk-std-Z" -0.633429995714286
"Walking" 5 "freqDomain-BodyGyroscope-std-X" -0.529392790178571
"Walking" 5 "freqDomain-BodyGyroscope-std-Y" -0.502683380535714
"Walking" 5 "freqDomain-BodyGyroscope-std-Z" -0.420367075178571
"Walking" 5 "freqDomain-BodyAccelerometerMag-std" -0.519636926071429
"Walking" 5 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.305685376071429
"Walking" 5 "freqDomain-BodyBodyGyroscopeMag-std" -0.589741506785714
"Walking" 5 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.455665300892857
"Walking" 6 "timeDomain-BodyAccelerometer-mean-X" 0.283658868070175
"Walking" 6 "timeDomain-BodyAccelerometer-mean-Y" -0.0168954189082456
"Walking" 6 "timeDomain-BodyAccelerometer-mean-Z" -0.110303165877193
"Walking" 6 "timeDomain-GravityAccelerometer-mean-X" 0.958067455087719
"Walking" 6 "timeDomain-GravityAccelerometer-mean-Y" -0.214694852280702
"Walking" 6 "timeDomain-GravityAccelerometer-mean-Z" 0.0331888826842105
"Walking" 6 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0699585876912281
"Walking" 6 "timeDomain-BodyAccelerometerJerk-mean-Y" -0.0164831715964912
"Walking" 6 "timeDomain-BodyAccelerometerJerk-mean-Z" -0.00738931200701754
"Walking" 6 "timeDomain-BodyGyroscope-mean-X" -0.025509618645614
"Walking" 6 "timeDomain-BodyGyroscope-mean-Y" -0.0744462466
"Walking" 6 "timeDomain-BodyGyroscope-mean-Z" 0.0838808799280702
"Walking" 6 "timeDomain-BodyGyroscopeJerk-mean-X" -0.0878891090105263
"Walking" 6 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0362308971842105
"Walking" 6 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0539597284210526
